dataset,status,sender,receiver,n_samples,n_eligible_samples,n_eligible_donors,min_cells
"GSE134809","Non-inflamed","Epithelial","B_cell::ActB3",11,0,0,30
"GSE134809","Non-inflamed","Epithelial","B_cell::CSM",11,10,10,30
"GSE134809","Non-inflamed","Epithelial","B_cell::Centroblast B",11,0,0,30
"GSE134809","Non-inflamed","Epithelial","B_cell::Centrocyte B",11,0,0,30
"GSE134809","Non-inflamed","Epithelial","B_cell::DN2",11,0,0,30
"GSE134809","Non-inflamed","Epithelial","B_cell::IgM-only",11,0,0,30
"GSE134809","Non-inflamed","Epithelial","B_cell::MZ",11,0,0,30
"GSE134809","Non-inflamed","Epithelial","B_cell::Naïve B",11,4,4,30
"GSE134809","Non-inflamed","Epithelial","Plasma::Activated plasma",11,6,6,30
"GSE134809","Non-inflamed","Epithelial","Plasma::IgA plasma",11,11,11,30
"GSE134809","Non-inflamed","Epithelial","Plasma::IgG plasma",11,2,2,30
"GSE134809","Non-inflamed","Epithelial","Plasma::Transitional B",11,0,0,30
"GSE134809","Non-inflamed","Mast","B_cell::ActB3",11,0,0,30
"GSE134809","Non-inflamed","Mast","B_cell::CSM",11,4,4,30
"GSE134809","Non-inflamed","Mast","B_cell::Centroblast B",11,0,0,30
"GSE134809","Non-inflamed","Mast","B_cell::Centrocyte B",11,0,0,30
"GSE134809","Non-inflamed","Mast","B_cell::DN2",11,0,0,30
"GSE134809","Non-inflamed","Mast","B_cell::IgM-only",11,0,0,30
"GSE134809","Non-inflamed","Mast","B_cell::MZ",11,0,0,30
"GSE134809","Non-inflamed","Mast","B_cell::Naïve B",11,2,2,30
"GSE134809","Non-inflamed","Mast","Plasma::Activated plasma",11,4,4,30
"GSE134809","Non-inflamed","Mast","Plasma::IgA plasma",11,4,4,30
"GSE134809","Non-inflamed","Mast","Plasma::IgG plasma",11,2,2,30
"GSE134809","Non-inflamed","Mast","Plasma::Transitional B",11,0,0,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::ActB3",11,0,0,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::CSM",11,9,9,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::Centroblast B",11,0,0,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::Centrocyte B",11,0,0,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::DN2",11,0,0,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::IgM-only",11,0,0,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::MZ",11,0,0,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","B_cell::Naïve B",11,4,4,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","Plasma::Activated plasma",11,5,5,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","Plasma::IgA plasma",11,9,9,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","Plasma::IgG plasma",11,2,2,30
"GSE134809","Non-inflamed","Mesenchymal_stromal","Plasma::Transitional B",11,0,0,30
"GSE134809","Non-inflamed","Myeloid","B_cell::ActB3",11,0,0,30
"GSE134809","Non-inflamed","Myeloid","B_cell::CSM",11,10,10,30
"GSE134809","Non-inflamed","Myeloid","B_cell::Centroblast B",11,0,0,30
"GSE134809","Non-inflamed","Myeloid","B_cell::Centrocyte B",11,0,0,30
"GSE134809","Non-inflamed","Myeloid","B_cell::DN2",11,0,0,30
"GSE134809","Non-inflamed","Myeloid","B_cell::IgM-only",11,0,0,30
"GSE134809","Non-inflamed","Myeloid","B_cell::MZ",11,0,0,30
"GSE134809","Non-inflamed","Myeloid","B_cell::Naïve B",11,4,4,30
"GSE134809","Non-inflamed","Myeloid","Plasma::Activated plasma",11,6,6,30
"GSE134809","Non-inflamed","Myeloid","Plasma::IgA plasma",11,10,10,30
"GSE134809","Non-inflamed","Myeloid","Plasma::IgG plasma",11,2,2,30
"GSE134809","Non-inflamed","Myeloid","Plasma::Transitional B",11,0,0,30
"GSE134809","Non-inflamed","T_NK","B_cell::ActB3",11,0,0,30
"GSE134809","Non-inflamed","T_NK","B_cell::CSM",11,10,10,30
"GSE134809","Non-inflamed","T_NK","B_cell::Centroblast B",11,0,0,30
"GSE134809","Non-inflamed","T_NK","B_cell::Centrocyte B",11,0,0,30
"GSE134809","Non-inflamed","T_NK","B_cell::DN2",11,0,0,30
"GSE134809","Non-inflamed","T_NK","B_cell::IgM-only",11,0,0,30
"GSE134809","Non-inflamed","T_NK","B_cell::MZ",11,0,0,30
"GSE134809","Non-inflamed","T_NK","B_cell::Naïve B",11,4,4,30
"GSE134809","Non-inflamed","T_NK","Plasma::Activated plasma",11,6,6,30
"GSE134809","Non-inflamed","T_NK","Plasma::IgA plasma",11,11,11,30
"GSE134809","Non-inflamed","T_NK","Plasma::IgG plasma",11,2,2,30
"GSE134809","Non-inflamed","T_NK","Plasma::Transitional B",11,0,0,30
"JCI2024","Stricture","B_cell::ActB3","Endothelial",6,0,0,30
